id,label,importance,triviality,loc,complexity,num_funcs,num_params,num_calls,num_returns,num_assigns,num_imports,doc_len,keyword_matches,one_liner,has_type_annotations,model_prob_core,combined_score
code:fastapi/security/http.py:HTTPBearer:219,HTTPBearer,0.3789,0.6211,84,8.0,1,1,10,2,5,0,0,8,0,1,0.0,0.15156000000000003
code:fastapi/responses.py:UJSONResponse:22,UJSONResponse,0.3411,0.6589,8,1.0,1,2,0,0,0,0,0,4,0,1,0.025,0.15144000000000002
code:fastapi/utils.py:generate_operation_id_for_path:164,generate_operation_id_for_path,0.3336,0.6664,12,1.0,1,0,3,0,3,0,0,5,0,1,0.03,0.15144
code:fastapi/security/http.py:__call__:81,__call__,0.3559,0.6441,12,5.0,0,0,3,1,2,0,0,2,0,1,0.015,0.15136000000000002
code:fastapi/param_functions.py:Depends:2219,Depends,0.3749,0.6251,44,1.0,1,1,2,0,0,0,622,3,0,1,0.0,0.14996
code:fastapi/security/http.py:__call__:186,__call__,0.3737,0.6263,30,8.0,0,0,8,1,7,0,0,2,0,1,0.0,0.14948
code:fastapi/security/oauth2.py:__call__:487,__call__,0.3504,0.6496,12,4.0,0,0,4,1,2,0,0,3,0,1,0.015,0.14916000000000001
code:fastapi/security/oauth2.py:__call__:597,__call__,0.3504,0.6496,12,4.0,0,0,4,1,2,0,0,3,0,1,0.015,0.14916000000000001
code:fastapi/security/http.py:HTTPBase:68,HTTPBase,0.3643,0.6357,24,6.0,1,1,4,1,5,0,0,5,0,1,0.005,0.14872000000000002
code:fastapi/security/base.py:SecurityBase:3,SecurityBase,0.2353,0.7647,2,1.0,0,0,0,0,0,0,0,0,1,1,0.09,0.14812
code:fastapi/security/http.py:__call__:402,__call__,0.3672,0.6328,20,7.0,0,0,5,2,2,0,0,2,0,1,0.0,0.14688
code:fastapi/security/http.py:__call__:300,__call__,0.3672,0.6328,20,7.0,0,0,5,2,2,0,0,2,0,1,0.0,0.14688
code:fastapi/openapi/docs.py:get_redoc_html:160,get_redoc_html,0.3667,0.6333,88,2.0,1,0,5,0,3,0,411,7,0,1,0.0,0.14668
code:fastapi/security/oauth2.py:OAuth2:307,OAuth2,0.3577,0.6423,71,4.0,1,1,9,1,4,0,0,7,0,1,0.005,0.14608000000000002
code:fastapi/openapi/utils.py:get_openapi_operation_metadata:226,get_openapi_operation_metadata,0.3638,0.6362,23,7.0,1,0,5,0,9,0,0,8,0,1,0.0,0.14552
code:fastapi/security/api_key.py:APIKeyQuery:22,APIKeyQuery,0.3459,0.6541,72,2.0,1,1,6,0,3,0,0,9,0,1,0.01,0.14436000000000002
code:fastapi/security/api_key.py:APIKeyHeader:114,APIKeyHeader,0.3456,0.6544,68,2.0,1,1,6,0,3,0,0,9,0,1,0.01,0.14424
code:fastapi/security/api_key.py:APIKeyCookie:202,APIKeyCookie,0.345,0.655,68,2.0,1,1,6,0,3,0,0,10,0,1,0.01,0.144
code:fastapi/params.py:__repr__:770,__repr__,0.3435,0.6565,3,2.0,1,1,2,0,2,0,0,2,1,1,0.01,0.14340000000000003
code:fastapi/openapi/docs.py:get_swagger_ui_oauth2_redirect_html:255,get_swagger_ui_oauth2_redirect_html,0.3431,0.6569,80,1.0,1,0,0,0,1,0,118,9,0,1,0.01,0.14324
code:fastapi/security/open_id_connect_url.py:OpenIdConnect:10,OpenIdConnect,0.3576,0.6424,66,4.0,1,1,7,1,4,0,0,6,0,1,0.0,0.14304
code:fastapi/openapi/utils.py:get_openapi_operation_request_body:168,get_openapi_operation_request_body,0.3546,0.6454,34,5.0,1,0,5,1,8,0,0,8,0,1,0.0,0.14184000000000002
code:fastapi/security/oauth2.py:OAuth2PasswordRequestForm:15,OAuth2PasswordRequestForm,0.3392,0.6608,118,1.0,1,1,13,0,5,0,0,20,0,1,0.01,0.14168
code:fastapi/security/utils.py:get_authorization_scheme_param:3,get_authorization_scheme_param,0.3424,0.6576,6,2.0,1,1,1,1,1,0,0,4,0,1,0.005,0.13996
code:fastapi/utils.py:is_body_allowed_for_status_code:41,is_body_allowed_for_status_code,0.3494,0.6506,14,3.0,1,1,1,2,1,0,0,2,0,1,0.0,0.13976
code:fastapi/exceptions.py:__str__:171,__str__,0.3434,0.6566,4,2.0,1,1,1,0,2,0,0,2,0,1,0.0,0.13736
code:fastapi/openapi/utils.py:generate_operation_id:205,generate_operation_id,0.339,0.661,12,2.0,1,0,1,1,0,0,0,4,0,1,0.0,0.13560000000000003
code:fastapi/security/http.py:HTTPAuthorizationCredentials:28,HTTPAuthorizationCredentials,0.3314,0.6686,30,0.0,0,0,0,0,0,0,0,2,0,1,0.005,0.13555999999999999
code:fastapi/param_functions.py:Header:642,Header,0.3351,0.6649,305,0.0,0,0,0,0,0,0,0,36,0,1,0.0,0.13404000000000002
code:fastapi/param_functions.py:Form:1591,Form,0.3344,0.6656,304,0.0,0,0,0,0,0,0,0,37,0,1,0.0,0.13376
code:fastapi/param_functions.py:File:1905,File,0.3344,0.6656,304,0.0,0,0,0,0,0,0,0,37,0,1,0.0,0.13376
code:fastapi/param_functions.py:Path:10,Path,0.3344,0.6656,311,0.0,0,0,0,0,0,0,0,38,0,1,0.0,0.13376
code:fastapi/param_functions.py:Query:338,Query,0.3342,0.6658,294,0.0,0,0,0,0,0,0,0,36,0,1,0.0,0.13368
code:fastapi/param_functions.py:Cookie:958,Cookie,0.3342,0.6658,294,0.0,0,0,0,0,0,0,0,36,0,1,0.0,0.13368
code:fastapi/param_functions.py:Body:1262,Body,0.3338,0.6662,317,0.0,0,0,0,0,0,0,0,40,0,1,0.0,0.13352
code:fastapi/exceptions.py:WebSocketException:67,WebSocketException,0.3333,0.6667,58,0.0,0,0,0,0,0,0,0,3,0,1,0.0,0.13332
code:fastapi/utils.py:create_model_field:62,create_model_field,0.332,0.668,43,0.0,0,0,0,0,0,0,0,3,0,1,0.0,0.1328
code:fastapi/exceptions.py:HTTPException:8,HTTPException,0.3311,0.6689,47,0.0,0,0,0,0,0,0,0,5,0,1,0.0,0.13244
code:fastapi/security/oauth2.py:SecurityScopes:612,SecurityScopes,0.3308,0.6692,37,0.0,0,0,0,0,0,0,0,4,0,1,0.0,0.13232
code:fastapi/encoders.py:jsonable_encoder:101,jsonable_encoder,0.3303,0.6697,236,0.0,0,0,0,0,0,0,0,34,0,1,0.0,0.13212
code:fastapi/security/oauth2.py:OAuth2PasswordRequestFormStrict:151,OAuth2PasswordRequestFormStrict,0.3274,0.6726,135,0.0,0,0,0,0,0,0,0,24,0,1,0.0,0.13096000000000002
code:fastapi/params.py:Param:24,Param,0.3274,0.6726,108,0.0,0,0,0,0,0,0,0,20,0,1,0.0,0.13096000000000002
code:fastapi/params.py:Body:478,Body,0.3265,0.6735,111,0.0,0,0,0,0,0,0,0,22,0,1,0.0,0.13060000000000002
code:fastapi/params.py:Header:308,Header,0.3257,0.6743,82,0.0,0,0,0,0,0,0,0,19,0,1,0.0,0.13028
code:fastapi/params.py:Path:138,Path,0.3257,0.6743,82,0.0,0,0,0,0,0,0,0,19,0,1,0.0,0.13028
code:fastapi/params.py:Cookie:394,Cookie,0.3256,0.6744,80,0.0,0,0,0,0,0,0,0,19,0,1,0.0,0.13024
code:fastapi/params.py:Query:224,Query,0.3256,0.6744,80,0.0,0,0,0,0,0,0,0,19,0,1,0.0,0.13024
code:fastapi/params.py:File:679,File,0.3251,0.6749,81,0.0,0,0,0,0,0,0,0,20,0,1,0.0,0.13004000000000002
code:fastapi/params.py:Form:595,Form,0.3251,0.6749,81,0.0,0,0,0,0,0,0,0,20,0,1,0.0,0.13004000000000002
code:fastapi/openapi/models.py:Reference:101,Reference,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:OAuthFlowPassword:379,OAuthFlowPassword,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:OAuthFlowImplicit:375,OAuthFlowImplicit,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:OAuthFlowClientCredentials:383,OAuthFlowClientCredentials,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:Header:278,Header,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:Config:63,Config,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
code:fastapi/openapi/models.py:Config:232,Config,0.3001,0.6999,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12004
file:fastapi/middleware/__init__.py,__init__.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
file:fastapi/openapi/__init__.py,__init__.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
file:fastapi/openapi/models.py,models.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
file:fastapi/routing.py,routing.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
file:fastapi/security/__init__.py,__init__.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
file:fastapi/applications.py,applications.py,0.3,0.7,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.12
code:fastapi/openapi/utils.py:generate_operation_summary:220,generate_operation_summary,0.2393,0.7607,3,2.0,1,0,0,1,0,0,0,2,1,1,0.0,0.09572000000000001
code:fastapi/security/api_key.py:__call__:197,__call__,0.2342,0.7658,2,1.0,0,0,1,0,1,0,0,2,1,1,0.0,0.09368
code:fastapi/security/api_key.py:__call__:285,__call__,0.2342,0.7658,2,1.0,0,0,1,0,1,0,0,2,1,1,0.0,0.09368
code:fastapi/security/api_key.py:__call__:109,__call__,0.2342,0.7658,2,1.0,0,0,1,0,1,0,0,2,1,1,0.0,0.09368
code:fastapi/utils.py:get_path_param_names:58,get_path_param_names,0.2277,0.7723,1,0.0,0,0,0,0,0,0,0,4,1,1,0.0,0.09108000000000001
code:fastapi/exceptions.py:FastAPIError:142,FastAPIError,0.1503,0.8497,3,0.0,0,0,0,0,0,0,0,0,1,0,0.04,0.08412
code:fastapi/exceptions.py:WebSocketRequestValidationError:162,WebSocketRequestValidationError,0.1501,0.8499,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06004000000000001
file:fastapi/testclient.py,testclient.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/http.py,http.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/oauth2.py,oauth2.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/open_id_connect_url.py,open_id_connect_url.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/utils.py,utils.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/staticfiles.py,staticfiles.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/templating.py,templating.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/utils.py,utils.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/types.py,types.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/api_key.py,api_key.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/websockets.py,websockets.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
folder:fastapi,fastapi,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
folder:fastapi/middleware,middleware,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
folder:fastapi/openapi,openapi,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
folder:fastapi/security,security,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/security/base.py,base.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/params.py,params.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/responses.py,responses.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/gzip.py,gzip.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/encoders.py,encoders.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/exception_handlers.py,exception_handlers.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/exceptions.py,exceptions.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/logger.py,logger.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/asyncexitstack.py,asyncexitstack.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/cors.py,cors.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/httpsredirect.py,httpsredirect.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/requests.py,requests.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/trustedhost.py,trustedhost.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/middleware/wsgi.py,wsgi.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/openapi/constants.py,constants.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/openapi/docs.py,docs.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/openapi/utils.py,utils.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
file:fastapi/param_functions.py,param_functions.py,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
workspace:root,fastapi,0.15,0.85,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0.06
